id;acc;crs;name
403;0.9800;0.6959;aircraft_carrier___carrier___flattop___attack_aircraft_carrier
404;1.0000;0.6682;airliner
405;0.8800;0.2901;airship___dirigible
406;0.9600;0.7142;altar
407;0.9800;0.8494;ambulance
408;0.9200;0.7537;amphibian___amphibious_vehicle
409;0.9800;0.7291;analog_clock
410;0.9400;0.5537;apiary___bee_house
411;0.9000;0.8351;apron
412;0.9000;0.6398;ashcan___trash_can___garbage_can___wastebin___ash_bin___ash-bin___ashbin___dustbin___trash_barrel___trash_bin
413;0.9200;0.5905;assault_rifle___assault_gun
414;0.7000;0.7246;backpack___back_pack___knapsack___packsack___rucksack___haversack
415;0.7400;0.8074;bakery___bakeshop___bakehouse
416;1.0000;0.2050;balance_beam___beam
417;0.9800;0.6316;balloon
418;0.9400;0.6401;ballpoint___ballpoint_pen___ballpen___Biro
419;0.9400;0.3233;Band_Aid
420;1.0000;0.6961;banjo
421;0.9600;0.7938;bannister___banister___balustrade___balusters___handrail
422;0.9400;0.4343;barbell
423;0.9800;0.6222;barber_chair
424;0.9200;0.8827;barbershop
425;0.9600;0.6550;barn
426;1.0000;0.8313;barometer
427;0.9200;0.7340;barrel___cask
428;0.9000;0.6956;barrow___garden_cart___lawn_cart___wheelbarrow
429;0.9800;0.3425;baseball
430;0.9800;0.0550;basketball
431;0.9200;0.9110;bassinet
432;1.0000;0.6043;bassoon
433;0.9400;0.1713;bathing_cap___swimming_cap
434;0.8400;0.8412;bath_towel
435;0.9000;0.7030;bathtub___bathing_tub___bath___tub
436;0.8200;0.7577;beach_wagon___station_wagon___wagon___estate_car___beach_waggon___station_waggon___waggon
437;0.9400;0.2751;beacon___lighthouse___beacon_light___pharos
438;0.7600;0.6195;beaker
439;0.9400;0.1798;bearskin___busby___shako
440;0.9200;0.6446;beer_bottle
441;0.9600;0.6768;beer_glass
442;1.0000;0.3110;bell_cote___bell_cot
443;0.8600;0.7356;bib
444;0.9800;0.7696;bicycle-built-for-two___tandem_bicycle___tandem
445;0.9000;0.4416;bikini___two-piece
446;0.9400;0.8462;binder___ring-binder
447;0.8600;0.4342;binoculars___field_glasses___opera_glasses
448;0.9600;0.7293;birdhouse
449;1.0000;0.4292;boathouse
450;0.9800;0.5273;bobsled___bobsleigh___bob
451;0.9200;0.8384;bolo_tie___bolo___bola_tie___bola
452;0.8800;0.7453;bonnet___poke_bonnet
453;0.9200;0.8154;bookcase
454;0.8800;0.9272;bookshop___bookstore___bookstall
455;0.8800;0.4782;bottlecap
456;0.8600;0.5989;bow
457;0.9600;0.2401;bow_tie___bow-tie___bowtie
458;0.9600;0.6947;brass___memorial_tablet___plaque
459;0.8400;0.4829;brassiere___bra___bandeau
460;0.9400;0.5143;breakwater___groin___groyne___mole___bulwark___seawall___jetty
461;0.9400;0.7038;breastplate___aegis___egis
462;0.9000;0.7074;broom
463;0.8600;0.6670;bucket___pail
464;0.7400;0.4828;buckle
465;0.8200;0.6035;bulletproof_vest
466;1.0000;0.6317;bullet_train___bullet
467;1.0000;0.8880;butcher_shop___meat_market
468;0.9200;0.6863;cab___hack___taxi___taxicab
469;0.8400;0.6198;caldron___cauldron
470;0.7000;0.2963;candle___taper___wax_light
471;0.9600;0.6723;cannon
472;1.0000;0.3042;canoe
473;0.9200;0.7023;can_opener___tin_opener
474;0.9000;0.8285;cardigan
475;0.9600;0.7254;car_mirror
476;1.0000;0.8978;carousel___carrousel___merry-go-round___roundabout___whirligig
477;0.7800;0.8659;carpenter's_kit___tool_kit
478;0.7200;0.7745;carton
479;0.9800;0.4457;car_wheel
480;0.9200;0.6801;cash_machine___cash_dispenser___automated_teller_machine___automatic_teller_machine___automated_teller___automatic_teller___ATM
481;0.9000;0.5484;cassette
482;0.9800;0.8497;cassette_player
483;0.9000;0.7390;castle
484;0.9600;0.7211;catamaran
485;0.8600;0.7388;CD_player
486;0.9600;0.6874;cello___violoncello
487;0.9200;0.6730;cellular_telephone___cellular_phone___cellphone___cell___mobile_phone
488;0.8600;0.6186;chain
489;0.8800;0.8351;chainlink_fence
490;0.9400;0.8386;chain_mail___ring_mail___mail___chain_armor___chain_armour___ring_armor___ring_armour
491;0.9800;0.5319;chain_saw___chainsaw
492;0.9400;0.8986;chest
493;0.6800;0.8459;chiffonier___commode
494;0.8800;0.6023;chime___bell___gong
495;0.9600;0.8364;china_cabinet___china_closet
496;1.0000;0.8273;Christmas_stocking
497;0.9400;0.8087;church___church_building
498;0.8800;0.8892;cinema___movie_theater___movie_theatre___movie_house___picture_palace
499;0.9000;0.5309;cleaver___meat_cleaver___chopper
500;1.0000;0.5167;cliff_dwelling
501;0.7000;0.6943;cloak
502;0.9000;0.7091;clog___geta___patten___sabot
503;0.8600;0.6482;cocktail_shaker
504;0.7800;0.7026;coffee_mug
505;0.8800;0.7535;coffeepot
506;0.9400;0.8747;coil___spiral___volute___whorl___helix
507;0.9200;0.6870;combination_lock
508;0.8600;0.7784;computer_keyboard___keypad
509;0.9200;0.8454;confectionery___confectionary___candy_store
510;1.0000;0.6524;container_ship___containership___container_vessel
511;1.0000;0.7739;convertible
512;1.0000;0.8146;corkscrew___bottle_screw
513;0.9800;0.4717;cornet___horn___trumpet___trump
514;0.9000;0.6497;cowboy_boot
515;0.9000;0.4610;cowboy_hat___ten-gallon_hat
516;0.8600;0.8332;cradle
517;0.9400;0.7494;crane
518;0.9800;0.7970;crash_helmet
519;0.8400;0.6814;crate
520;1.0000;0.8800;crib___cot
521;0.9200;0.8603;Crock_Pot
522;1.0000;0.2260;croquet_ball
523;0.8200;0.4545;crutch
524;0.9200;0.6715;cuirass
525;0.9400;0.6401;dam___dike___dyke
526;0.9200;0.6785;desk
527;0.9800;0.7277;desktop_computer
528;0.9600;0.8562;dial_telephone___dial_phone
529;0.9000;0.2538;diaper___nappy___napkin
530;0.8800;0.6135;digital_clock
531;0.8800;0.7524;digital_watch
532;0.9200;0.7581;dining_table___board
533;0.9800;0.8995;dishrag___dishcloth
534;0.8000;0.7510;dishwasher___dish_washer___dishwashing_machine
535;1.0000;0.6387;disk_brake___disc_brake
536;0.9600;0.4549;dock___dockage___docking_facility
537;0.9800;0.5052;dogsled___dog_sled___dog_sleigh
538;0.9600;0.5043;dome
539;0.9000;0.6136;doormat___welcome_mat
