id;acc;crs;name
160;0.9800;0.6870;Afghan_hound___Afghan
161;0.9800;0.7345;basset___basset_hound
162;0.9800;0.6846;beagle
163;0.8200;0.7265;bloodhound___sleuthhound
164;0.9600;0.7721;bluetick
165;0.8600;0.7773;black-and-tan_coonhound
166;0.9800;0.7222;Walker_hound___Walker_foxhound
167;0.8400;0.7596;English_foxhound
168;0.9200;0.7373;redbone
169;1.0000;0.7692;borzoi___Russian_wolfhound
170;0.8800;0.7700;Irish_wolfhound
171;0.9600;0.7765;Italian_greyhound
172;0.9800;0.7296;whippet
173;0.9200;0.6738;Ibizan_hound___Ibizan_Podenco
174;0.9800;0.7163;Norwegian_elkhound___elkhound
175;0.9200;0.8011;otterhound___otter_hound
176;0.9200;0.6939;Saluki___gazelle_hound
177;1.0000;0.7504;Scottish_deerhound___deerhound
178;0.9600;0.7825;Weimaraner
179;0.9400;0.7655;Staffordshire_bullterrier___Staffordshire_bull_terrier
180;0.9400;0.8089;American_Staffordshire_terrier___Staffordshire_terrier___American_pit_bull_terrier___pit_bull_terrier
181;0.9800;0.7611;Bedlington_terrier
182;0.9400;0.6916;Border_terrier
183;0.9600;0.8120;Kerry_blue_terrier
184;0.9400;0.6582;Irish_terrier
185;0.9600;0.6127;Norfolk_terrier
186;1.0000;0.6757;Norwich_terrier
187;0.8800;0.6930;Yorkshire_terrier
188;1.0000;0.6838;wire-haired_fox_terrier
189;0.9000;0.6157;Lakeland_terrier
190;0.9600;0.8092;Sealyham_terrier___Sealyham
191;0.9000;0.7269;Airedale___Airedale_terrier
192;0.9800;0.6321;cairn___cairn_terrier
193;0.8600;0.6737;Australian_terrier
194;0.9000;0.7274;Dandie_Dinmont___Dandie_Dinmont_terrier
195;1.0000;0.7377;Boston_bull___Boston_terrier
196;0.9200;0.7386;miniature_schnauzer
197;1.0000;0.7313;giant_schnauzer
198;1.0000;0.8187;standard_schnauzer
199;0.9600;0.7183;Scotch_terrier___Scottish_terrier___Scottie
200;0.9800;0.7097;Tibetan_terrier___chrysanthemum_dog
201;0.9800;0.6800;silky_terrier___Sydney_silky
202;0.9800;0.6957;soft-coated_wheaten_terrier
203;1.0000;0.6515;West_Highland_white_terrier
204;0.9800;0.7243;Lhasa___Lhasa_apso
205;0.9400;0.7356;flat-coated_retriever
206;0.9800;0.7035;curly-coated_retriever
207;0.9800;0.7616;golden_retriever
208;0.9400;0.7596;Labrador_retriever
209;0.9600;0.6553;Chesapeake_Bay_retriever
210;0.9800;0.7111;German_short-haired_pointer
211;0.9600;0.7036;vizsla___Hungarian_pointer
212;1.0000;0.7535;English_setter
213;0.9400;0.8228;Irish_setter___red_setter
214;0.9000;0.7522;Gordon_setter
215;0.9800;0.6813;Brittany_spaniel
216;0.9600;0.7957;clumber___clumber_spaniel
217;1.0000;0.6729;English_springer___English_springer_spaniel
218;1.0000;0.7513;Welsh_springer_spaniel
219;0.9600;0.8034;cocker_spaniel___English_cocker_spaniel___cocker
220;0.9600;0.6548;Sussex_spaniel
221;0.9800;0.7604;Irish_water_spaniel
222;0.9600;0.7773;kuvasz
223;0.9600;0.6382;schipperke
224;1.0000;0.7299;groenendael
225;0.9600;0.7253;malinois
226;0.8200;0.6790;briard
227;0.9000;0.7397;kelpie
228;0.9600;0.7785;komondor
229;0.9800;0.7536;Old_English_sheepdog___bobtail
230;0.9200;0.6997;Shetland_sheepdog___Shetland_sheep_dog___Shetland
231;0.9600;0.8010;collie
232;0.9400;0.7355;Border_collie
233;0.9600;0.7191;Bouvier_des_Flandres___Bouviers_des_Flandres
234;0.9400;0.7345;Rottweiler
235;1.0000;0.7561;German_shepherd___German_shepherd_dog___German_police_dog___alsatian
236;0.8800;0.6802;Doberman___Doberman_pinscher
237;0.8400;0.7134;miniature_pinscher
238;0.9200;0.6635;Greater_Swiss_Mountain_dog
239;1.0000;0.7072;Bernese_mountain_dog
240;0.9800;0.6804;Appenzeller
241;0.9400;0.7564;EntleBucher
242;0.9400;0.7201;boxer
243;0.9800;0.8458;bull_mastiff
244;1.0000;0.8395;Tibetan_mastiff
245;1.0000;0.7498;French_bulldog
246;0.9400;0.7559;Great_Dane
247;1.0000;0.7204;Saint_Bernard___St_Bernard
248;0.9600;0.7917;Eskimo_dog___husky
249;0.9600;0.7241;malamute___malemute___Alaskan_malamute
250;0.9800;0.7487;Siberian_husky
251;1.0000;0.7951;dalmatian___coach_dog___carriage_dog
252;0.9400;0.7501;affenpinscher___monkey_pinscher___monkey_dog
253;0.9800;0.7651;basenji
254;1.0000;0.7136;pug___pug-dog
255;1.0000;0.8354;Leonberg
256;0.9200;0.7754;Newfoundland___Newfoundland_dog
257;1.0000;0.7606;Great_Pyrenees
258;1.0000;0.7596;Samoyed___Samoyede
259;1.0000;0.8459;Pomeranian
260;0.9800;0.7841;chow___chow_chow
261;0.9800;0.8291;keeshond
262;1.0000;0.7530;Brabancon_griffon
263;0.9600;0.6193;Pembroke___Pembroke_Welsh_corgi
264;0.9800;0.6862;Cardigan___Cardigan_Welsh_corgi
265;0.9400;0.6896;toy_poodle
266;0.9400;0.6816;miniature_poodle
267;1.0000;0.7506;standard_poodle
268;1.0000;0.8399;Mexican_hairless
269;0.9800;0.7391;timber_wolf___grey_wolf___gray_wolf___Canis_lupus
270;0.9800;0.6987;white_wolf___Arctic_wolf___Canis_lupus_tundrarum
271;0.9000;0.7397;red_wolf___maned_wolf___Canis_rufus___Canis_niger
272;0.8600;0.5951;coyote___prairie_wolf___brush_wolf___Canis_latrans
273;0.8800;0.5784;dingo___warrigal___warragal___Canis_dingo
274;0.9600;0.6466;dhole___Cuon_alpinus
275;1.0000;0.7742;African_hunting_dog___hyena_dog___Cape_hunting_dog___Lycaon_pictus
276;0.9800;0.5674;hyena___hyaena
277;0.9600;0.6910;red_fox___Vulpes_vulpes
278;0.9600;0.5671;kit_fox___Vulpes_macrotis
279;0.9800;0.7231;Arctic_fox___white_fox___Alopex_lagopus
280;0.9800;0.6532;grey_fox___gray_fox___Urocyon_cinereoargenteus
281;0.9200;0.8057;tabby___tabby_cat
282;0.9000;0.7668;tiger_cat
283;1.0000;0.8682;Persian_cat
284;1.0000;0.8633;Siamese_cat___Siamese
285;0.8200;0.6950;Egyptian_cat
286;0.9600;0.7867;cougar___puma___catamount___mountain_lion___painter___panther___Felis_concolor
287;0.9600;0.7756;lynx___catamount
288;1.0000;0.8836;leopard___Panthera_pardus
289;0.9800;0.8620;snow_leopard___ounce___Panthera_uncia
290;0.9400;0.8658;jaguar___panther___Panthera_onca___Felis_onca
291;0.9800;0.8317;lion___king_of_beasts___Panthera_leo
292;1.0000;0.8759;tiger___Panthera_tigris
293;0.9800;0.8084;cheetah___chetah___Acinonyx_jubatus
294;0.9800;0.6788;brown_bear___bruin___Ursus_arctos
295;1.0000;0.6698;American_black_bear___black_bear___Ursus_americanus___Euarctos_americanus
296;0.9200;0.6254;ice_bear___polar_bear___Ursus_Maritimus___Thalarctos_maritimus
297;0.9400;0.7487;sloth_bear___Melursus_ursinus___Ursus_ursinus
298;0.9000;0.5351;mongoose
299;0.9800;0.6576;meerkat___mierkat
300;0.9400;0.6306;tiger_beetle
301;0.9800;0.2735;ladybug___ladybeetle___lady_beetle___ladybird___ladybird_beetle
302;0.9800;0.7582;ground_beetle___carabid_beetle
303;0.9600;0.6736;long-horned_beetle___longicorn___longicorn_beetle
304;0.9800;0.3013;leaf_beetle___chrysomelid
305;0.9800;0.3274;dung_beetle
306;0.9400;0.6433;rhinoceros_beetle
307;0.9800;0.4832;weevil
308;0.9400;0.5685;fly
309;0.9400;0.3042;bee
310;0.8400;0.5692;ant___emmet___pismire
311;0.9400;0.7143;grasshopper___hopper
312;0.9400;0.6922;cricket
313;0.9400;0.7488;walking_stick___walkingstick___stick_insect
314;0.8400;0.4312;cockroach___roach
315;0.9000;0.8009;mantis___mantid
316;0.9800;0.5672;cicada___cicala
317;1.0000;0.4702;leafhopper
318;0.9400;0.6658;lacewing___lacewing_fly
319;0.9800;0.6582;dragonfly___darning_needle___devil's_darning_needle___sewing_needle___snake_feeder___snake_doctor___mosquito_hawk___skeeter_hawk
320;0.9800;0.5651;damselfly
321;0.9600;0.6826;admiral
322;1.0000;0.5357;ringlet___ringlet_butterfly
323;0.9400;0.6342;monarch___monarch_butterfly___milkweed_butterfly___Danaus_plexippus
324;1.0000;0.5578;cabbage_butterfly
325;0.9800;0.6710;sulphur_butterfly___sulfur_butterfly
326;1.0000;0.6932;lycaenid___lycaenid_butterfly
327;0.9400;0.7490;starfish___sea_star
328;0.9600;0.7459;sea_urchin
329;0.9000;0.5776;sea_cucumber___holothurian
330;1.0000;0.6476;wood_rabbit___cottontail___cottontail_rabbit
331;1.0000;0.5450;hare
332;1.0000;0.7767;Angora___Angora_rabbit
333;1.0000;0.6766;hamster
334;0.9800;0.7326;porcupine___hedgehog
335;0.9600;0.5185;fox_squirrel___eastern_fox_squirrel___Sciurus_niger
336;0.9600;0.3375;marmot
337;0.9800;0.6271;beaver
338;0.9600;0.6004;guinea_pig___Cavia_cobaya
339;0.9800;0.7981;sorrel
340;0.9800;0.7895;zebra
341;0.8400;0.6118;hog___pig___grunter___squealer___Sus_scrofa
342;1.0000;0.6417;wild_boar___boar___Sus_scrofa
343;0.9800;0.6285;warthog
344;0.9800;0.6507;hippopotamus___hippo___river_horse___Hippopotamus_amphibius
345;1.0000;0.5672;ox
