id;acc;crs;name
152;0.9800;0.8880;Japanese_spaniel
153;0.9600;0.9018;Maltese_dog___Maltese_terrier___Maltese
154;0.9800;0.9066;Pekinese___Pekingese___Peke
155;0.9200;0.8831;Shih-Tzu
156;1.0000;0.9056;Blenheim_spaniel
157;0.9800;0.8710;papillon
158;0.9800;0.8359;toy_terrier
159;1.0000;0.8524;Rhodesian_ridgeback
160;0.9800;0.8563;Afghan_hound___Afghan
161;0.9600;0.8758;basset___basset_hound
162;1.0000;0.8044;beagle
163;0.8200;0.8594;bloodhound___sleuthhound
164;0.9800;0.9233;bluetick
165;0.9000;0.8855;black-and-tan_coonhound
166;0.9800;0.8533;Walker_hound___Walker_foxhound
167;0.9200;0.8763;English_foxhound
168;0.9400;0.8836;redbone
169;1.0000;0.9064;borzoi___Russian_wolfhound
170;0.8800;0.8998;Irish_wolfhound
171;0.9800;0.9097;Italian_greyhound
172;0.9800;0.8796;whippet
173;0.9400;0.8377;Ibizan_hound___Ibizan_Podenco
174;1.0000;0.8854;Norwegian_elkhound___elkhound
175;0.9600;0.9181;otterhound___otter_hound
176;1.0000;0.8535;Saluki___gazelle_hound
177;1.0000;0.8989;Scottish_deerhound___deerhound
178;1.0000;0.9056;Weimaraner
179;0.9800;0.8863;Staffordshire_bullterrier___Staffordshire_bull_terrier
180;1.0000;0.9224;American_Staffordshire_terrier___Staffordshire_terrier___American_pit_bull_terrier___pit_bull_terrier
181;1.0000;0.9066;Bedlington_terrier
182;0.9600;0.8748;Border_terrier
183;0.9800;0.9198;Kerry_blue_terrier
184;0.9800;0.8515;Irish_terrier
185;0.9200;0.7961;Norfolk_terrier
186;1.0000;0.8318;Norwich_terrier
187;0.8600;0.8620;Yorkshire_terrier
188;1.0000;0.8629;wire-haired_fox_terrier
189;0.9800;0.8363;Lakeland_terrier
190;0.9400;0.9246;Sealyham_terrier___Sealyham
191;0.9400;0.8800;Airedale___Airedale_terrier
192;1.0000;0.8335;cairn___cairn_terrier
193;0.9600;0.8358;Australian_terrier
194;0.9200;0.9143;Dandie_Dinmont___Dandie_Dinmont_terrier
195;1.0000;0.8740;Boston_bull___Boston_terrier
196;0.9600;0.9078;miniature_schnauzer
197;1.0000;0.8648;giant_schnauzer
198;1.0000;0.9407;standard_schnauzer
199;0.9800;0.8686;Scotch_terrier___Scottish_terrier___Scottie
200;0.9800;0.9028;Tibetan_terrier___chrysanthemum_dog
201;0.9600;0.7874;silky_terrier___Sydney_silky
202;1.0000;0.8838;soft-coated_wheaten_terrier
203;0.9800;0.8055;West_Highland_white_terrier
204;0.9600;0.8920;Lhasa___Lhasa_apso
205;0.9800;0.8297;flat-coated_retriever
206;0.9400;0.7926;curly-coated_retriever
207;0.9800;0.8196;golden_retriever
208;0.9600;0.8045;Labrador_retriever
209;1.0000;0.8551;Chesapeake_Bay_retriever
210;1.0000;0.8950;German_short-haired_pointer
211;0.9600;0.8695;vizsla___Hungarian_pointer
212;0.9800;0.8931;English_setter
213;0.9800;0.9179;Irish_setter___red_setter
214;0.9600;0.8709;Gordon_setter
215;0.9800;0.8535;Brittany_spaniel
216;1.0000;0.9191;clumber___clumber_spaniel
217;1.0000;0.8357;English_springer___English_springer_spaniel
218;1.0000;0.9110;Welsh_springer_spaniel
219;0.9600;0.8960;cocker_spaniel___English_cocker_spaniel___cocker
220;0.9600;0.7787;Sussex_spaniel
221;0.9800;0.8722;Irish_water_spaniel
222;0.9600;0.8784;kuvasz
223;0.9800;0.7425;schipperke
224;1.0000;0.8424;groenendael
225;0.9600;0.8675;malinois
226;0.8600;0.8341;briard
227;0.9600;0.8674;kelpie
228;0.9800;0.9033;komondor
229;0.9800;0.8880;Old_English_sheepdog___bobtail
230;0.9600;0.8058;Shetland_sheepdog___Shetland_sheep_dog___Shetland
231;0.9400;0.8917;collie
232;0.9800;0.8229;Border_collie
233;0.9400;0.8503;Bouvier_des_Flandres___Bouviers_des_Flandres
234;0.9600;0.8852;Rottweiler
235;0.9600;0.8671;German_shepherd___German_shepherd_dog___German_police_dog___alsatian
236;0.9600;0.8484;Doberman___Doberman_pinscher
237;0.9400;0.8364;miniature_pinscher
238;0.9600;0.8514;Greater_Swiss_Mountain_dog
239;1.0000;0.8766;Bernese_mountain_dog
240;1.0000;0.8491;Appenzeller
241;0.9800;0.8879;EntleBucher
242;0.9800;0.8481;boxer
243;0.9800;0.9333;bull_mastiff
244;1.0000;0.9366;Tibetan_mastiff
245;1.0000;0.9018;French_bulldog
246;0.9600;0.9048;Great_Dane
247;1.0000;0.8911;Saint_Bernard___St_Bernard
248;0.9600;0.8918;Eskimo_dog___husky
249;0.9600;0.8750;malamute___malemute___Alaskan_malamute
250;0.9800;0.8896;Siberian_husky
251;1.0000;0.9098;dalmatian___coach_dog___carriage_dog
252;0.9400;0.9056;affenpinscher___monkey_pinscher___monkey_dog
253;1.0000;0.9014;basenji
254;1.0000;0.8295;pug___pug-dog
255;1.0000;0.9357;Leonberg
256;0.9800;0.9085;Newfoundland___Newfoundland_dog
257;1.0000;0.8483;Great_Pyrenees
258;1.0000;0.8845;Samoyed___Samoyede
259;1.0000;0.9401;Pomeranian
260;1.0000;0.9266;chow___chow_chow
261;0.9800;0.9337;keeshond
262;1.0000;0.9154;Brabancon_griffon
263;0.9800;0.7639;Pembroke___Pembroke_Welsh_corgi
264;1.0000;0.8260;Cardigan___Cardigan_Welsh_corgi
265;0.9800;0.8031;toy_poodle
266;0.9800;0.8384;miniature_poodle
267;1.0000;0.8984;standard_poodle
268;1.0000;0.9468;Mexican_hairless
269;0.9400;0.8643;timber_wolf___grey_wolf___gray_wolf___Canis_lupus
270;0.9800;0.8151;white_wolf___Arctic_wolf___Canis_lupus_tundrarum
271;0.9600;0.8900;red_wolf___maned_wolf___Canis_rufus___Canis_niger
272;0.8800;0.8684;coyote___prairie_wolf___brush_wolf___Canis_latrans
273;0.9600;0.7411;dingo___warrigal___warragal___Canis_dingo
274;0.9800;0.8758;dhole___Cuon_alpinus
275;1.0000;0.8827;African_hunting_dog___hyena_dog___Cape_hunting_dog___Lycaon_pictus
276;0.9600;0.7681;hyena___hyaena
277;0.9600;0.8677;red_fox___Vulpes_vulpes
278;0.9800;0.7898;kit_fox___Vulpes_macrotis
279;1.0000;0.8705;Arctic_fox___white_fox___Alopex_lagopus
280;0.9600;0.8520;grey_fox___gray_fox___Urocyon_cinereoargenteus
281;0.9200;0.8836;tabby___tabby_cat
282;0.9800;0.8680;tiger_cat
283;1.0000;0.9529;Persian_cat
284;0.9600;0.9429;Siamese_cat___Siamese
285;0.8800;0.8073;Egyptian_cat
286;0.9600;0.8924;cougar___puma___catamount___mountain_lion___painter___panther___Felis_concolor
287;0.9200;0.9079;lynx___catamount
288;1.0000;0.9358;leopard___Panthera_pardus
289;1.0000;0.9292;snow_leopard___ounce___Panthera_uncia
290;0.9600;0.9120;jaguar___panther___Panthera_onca___Felis_onca
291;1.0000;0.9318;lion___king_of_beasts___Panthera_leo
292;0.9800;0.9452;tiger___Panthera_tigris
293;0.9800;0.9032;cheetah___chetah___Acinonyx_jubatus
294;0.9800;0.8433;brown_bear___bruin___Ursus_arctos
295;1.0000;0.8372;American_black_bear___black_bear___Ursus_americanus___Euarctos_americanus
296;0.9600;0.7113;ice_bear___polar_bear___Ursus_Maritimus___Thalarctos_maritimus
297;0.9400;0.8724;sloth_bear___Melursus_ursinus___Ursus_ursinus
298;0.9200;0.7383;mongoose
299;1.0000;0.7840;meerkat___mierkat
300;0.9800;0.8141;tiger_beetle
301;0.9600;0.3948;ladybug___ladybeetle___lady_beetle___ladybird___ladybird_beetle
302;1.0000;0.8654;ground_beetle___carabid_beetle
303;0.9800;0.8201;long-horned_beetle___longicorn___longicorn_beetle
304;0.9800;0.4465;leaf_beetle___chrysomelid
305;0.9800;0.4692;dung_beetle
306;1.0000;0.7978;rhinoceros_beetle
307;1.0000;0.7375;weevil
308;0.9800;0.7692;fly
309;0.9400;0.3978;bee
310;0.8800;0.7266;ant___emmet___pismire
311;0.9400;0.8381;grasshopper___hopper
312;1.0000;0.8484;cricket
313;0.9600;0.8394;walking_stick___walkingstick___stick_insect
314;0.8400;0.5697;cockroach___roach
315;0.9200;0.8772;mantis___mantid
316;1.0000;0.8059;cicada___cicala
317;0.9800;0.6841;leafhopper
318;0.9600;0.8244;lacewing___lacewing_fly
319;1.0000;0.8234;dragonfly___darning_needle___devil's_darning_needle___sewing_needle___snake_feeder___snake_doctor___mosquito_hawk___skeeter_hawk
320;1.0000;0.7837;damselfly
321;0.9800;0.8636;admiral
322;1.0000;0.6699;ringlet___ringlet_butterfly
323;0.9600;0.7230;monarch___monarch_butterfly___milkweed_butterfly___Danaus_plexippus
324;1.0000;0.7127;cabbage_butterfly
325;1.0000;0.8093;sulphur_butterfly___sulfur_butterfly
326;1.0000;0.8498;lycaenid___lycaenid_butterfly
327;0.9600;0.8157;starfish___sea_star
328;0.9800;0.8057;sea_urchin
329;0.9000;0.7050;sea_cucumber___holothurian
330;1.0000;0.8271;wood_rabbit___cottontail___cottontail_rabbit
331;1.0000;0.8104;hare
332;1.0000;0.8760;Angora___Angora_rabbit
333;1.0000;0.7654;hamster
334;0.9800;0.8528;porcupine___hedgehog
335;0.9800;0.6966;fox_squirrel___eastern_fox_squirrel___Sciurus_niger
336;0.9800;0.5298;marmot
337;0.9800;0.7739;beaver
338;0.9800;0.7457;guinea_pig___Cavia_cobaya
339;1.0000;0.8863;sorrel
340;0.9800;0.8560;zebra
341;0.9200;0.7577;hog___pig___grunter___squealer___Sus_scrofa
342;1.0000;0.8247;wild_boar___boar___Sus_scrofa
343;0.9800;0.8269;warthog
344;0.9800;0.7750;hippopotamus___hippo___river_horse___Hippopotamus_amphibius
345;1.0000;0.6608;ox
346;0.9800;0.6866;water_buffalo___water_ox___Asiatic_buffalo___Bubalus_bubalis
347;0.9600;0.8089;bison
348;0.9600;0.8191;ram___tup
349;1.0000;0.7526;bighorn___bighorn_sheep___cimarron___Rocky_Mountain_bighorn___Rocky_Mountain_sheep___Ovis_canadensis
350;1.0000;0.6567;ibex___Capra_ibex
351;1.0000;0.6704;hartebeest
352;0.9600;0.7068;impala___Aepyceros_melampus
353;1.0000;0.6657;gazelle
354;1.0000;0.8060;Arabian_camel___dromedary___Camelus_dromedarius
355;0.9800;0.8467;llama
356;0.9800;0.7948;weasel
357;0.9800;0.6346;mink
358;0.9400;0.8046;polecat___fitch___foulmart___foumart___Mustela_putorius
359;0.9600;0.7137;black-footed_ferret___ferret___Mustela_nigripes
360;0.9400;0.8143;otter
361;1.0000;0.8320;skunk___polecat___wood_pussy
362;0.9800;0.9050;badger
363;0.9600;0.8145;armadillo
364;1.0000;0.8600;three-toed_sloth___ai___Bradypus_tridactylus
365;0.9400;0.8968;orangutan___orang___orangutang___Pongo_pygmaeus
366;0.9800;0.9140;gorilla___Gorilla_gorilla
367;0.9800;0.8548;chimpanzee___chimp___Pan_troglodytes
368;0.9800;0.8829;gibbon___Hylobates_lar
369;0.9200;0.8825;siamang___Hylobates_syndactylus___Symphalangus_syndactylus
370;0.9400;0.8752;guenon___guenon_monkey
371;0.9200;0.8354;patas___hussar_monkey___Erythrocebus_patas
372;0.9800;0.8171;baboon
373;0.9200;0.8669;macaque
374;0.8800;0.8589;langur
375;0.9400;0.8236;colobus___colobus_monkey
376;1.0000;0.8537;proboscis_monkey___Nasalis_larvatus
377;0.9000;0.8016;marmoset
378;0.9600;0.6734;capuchin___ringtail___Cebus_capucinus
379;0.9800;0.8023;howler_monkey___howler
380;1.0000;0.7425;titi___titi_monkey
381;0.8800;0.7806;spider_monkey___Ateles_geoffroyi
382;0.9200;0.8156;squirrel_monkey___Saimiri_sciureus
383;0.9600;0.8316;Madagascar_cat___ring-tailed_lemur___Lemur_catta
384;0.9800;0.7107;indri___indris___Indri_indri___Indri_brevicaudatus
385;0.9800;0.8765;Indian_elephant___Elephas_maximus
386;1.0000;0.8937;African_elephant___Loxodonta_africana
387;0.9800;0.8672;lesser_panda___red_panda___panda___bear_cat___cat_bear___Ailurus_fulgens
388;1.0000;0.8072;giant_panda___panda___panda_bear___coon_bear___Ailuropoda_melanoleuca
389;0.9800;0.7027;barracouta___snoek
390;0.8200;0.7454;eel
391;0.9800;0.6191;coho___cohoe___coho_salmon___blue_jack___silver_salmon___Oncorhynchus_kisutch
392;1.0000;0.6944;rock_beauty___Holocanthus_tricolor
393;0.9800;0.3882;anemone_fish
394;0.9800;0.7403;sturgeon
395;0.9800;0.6995;gar___garfish___garpike___billfish___Lepisosteus_osseus
396;0.9800;0.9351;lionfish
397;0.9600;0.8238;puffer___pufferfish___blowfish___globefish
398;0.9200;0.8740;abacus
399;0.9800;0.8936;abaya
400;0.9600;0.6382;academic_gown___academic_robe___judge's_robe
401;0.9200;0.6929;accordion___piano_accordion___squeeze_box
402;0.9000;0.6543;acoustic_guitar
403;0.9600;0.7914;aircraft_carrier___carrier___flattop___attack_aircraft_carrier
404;1.0000;0.7751;airliner
405;0.9000;0.4264;airship___dirigible
406;0.9600;0.7410;altar
407;0.9800;0.9497;ambulance
408;0.9600;0.8382;amphibian___amphibious_vehicle
409;0.9800;0.7542;analog_clock
410;1.0000;0.6298;apiary___bee_house
411;0.9000;0.8966;apron
412;0.9200;0.7122;ashcan___trash_can___garbage_can___wastebin___ash_bin___ash-bin___ashbin___dustbin___trash_barrel___trash_bin
413;0.9400;0.6616;assault_rifle___assault_gun
414;0.7800;0.7432;backpack___back_pack___knapsack___packsack___rucksack___haversack
415;0.8000;0.8093;bakery___bakeshop___bakehouse
416;1.0000;0.2373;balance_beam___beam
417;0.9600;0.7500;balloon
418;1.0000;0.7131;ballpoint___ballpoint_pen___ballpen___Biro
419;0.9800;0.4575;Band_Aid
420;0.9800;0.8259;banjo
421;0.9800;0.8060;bannister___banister___balustrade___balusters___handrail
422;0.9400;0.4771;barbell
423;0.9800;0.6811;barber_chair
424;0.9600;0.8937;barbershop
425;0.9600;0.7888;barn
426;0.9800;0.8764;barometer
427;0.9400;0.7901;barrel___cask
428;0.9000;0.8061;barrow___garden_cart___lawn_cart___wheelbarrow
429;0.9400;0.4483;baseball
430;1.0000;0.0883;basketball
431;1.0000;0.9529;bassinet
432;0.9400;0.7006;bassoon
433;0.9400;0.2193;bathing_cap___swimming_cap
434;0.9000;0.8870;bath_towel
435;0.8800;0.7362;bathtub___bathing_tub___bath___tub
436;0.8800;0.8708;beach_wagon___station_wagon___wagon___estate_car___beach_waggon___station_waggon___waggon
437;0.9800;0.3701;beacon___lighthouse___beacon_light___pharos
438;0.8600;0.7211;beaker
439;1.0000;0.2496;bearskin___busby___shako
440;0.9000;0.6658;beer_bottle
441;0.9400;0.7653;beer_glass
442;1.0000;0.3606;bell_cote___bell_cot
443;0.8400;0.7691;bib
444;0.9800;0.8424;bicycle-built-for-two___tandem_bicycle___tandem
445;0.9000;0.4500;bikini___two-piece
446;0.9600;0.9019;binder___ring-binder
447;0.8600;0.4884;binoculars___field_glasses___opera_glasses
448;0.9600;0.8093;birdhouse
449;1.0000;0.4920;boathouse
450;0.9800;0.5006;bobsled___bobsleigh___bob
451;0.9800;0.8973;bolo_tie___bolo___bola_tie___bola
452;0.9200;0.8114;bonnet___poke_bonnet
453;0.9600;0.8652;bookcase
454;0.8800;0.9408;bookshop___bookstore___bookstall
455;0.9000;0.5364;bottlecap
456;0.9800;0.6793;bow
457;0.9200;0.3208;bow_tie___bow-tie___bowtie
458;1.0000;0.8012;brass___memorial_tablet___plaque
459;0.8400;0.5410;brassiere___bra___bandeau
460;0.9600;0.5596;breakwater___groin___groyne___mole___bulwark___seawall___jetty
461;0.9400;0.7847;breastplate___aegis___egis
462;0.9000;0.7639;broom
463;0.9000;0.7727;bucket___pail
464;0.7000;0.4954;buckle
465;0.9400;0.6955;bulletproof_vest
466;0.9800;0.6339;bullet_train___bullet
467;0.9600;0.9159;butcher_shop___meat_market
468;0.9200;0.7597;cab___hack___taxi___taxicab
469;0.9600;0.6914;caldron___cauldron
470;0.8600;0.3490;candle___taper___wax_light
471;0.9600;0.7496;cannon
472;1.0000;0.3803;canoe
473;0.9400;0.7706;can_opener___tin_opener
474;0.9400;0.9079;cardigan
475;0.9600;0.7623;car_mirror
476;0.9800;0.8988;carousel___carrousel___merry-go-round___roundabout___whirligig
477;0.8800;0.9060;carpenter's_kit___tool_kit
478;0.7600;0.8247;carton
479;0.9600;0.4155;car_wheel
480;0.9000;0.7741;cash_machine___cash_dispenser___automated_teller_machine___automatic_teller_machine___automated_teller___automatic_teller___ATM
481;0.9400;0.6289;cassette
482;0.9800;0.9259;cassette_player
483;0.9000;0.8020;castle
484;1.0000;0.8422;catamaran
485;0.8800;0.8033;CD_player
486;0.9600;0.7845;cello___violoncello
487;0.8800;0.7101;cellular_telephone___cellular_phone___cellphone___cell___mobile_phone
488;0.9000;0.6886;chain
489;0.9200;0.8371;chainlink_fence
490;0.9200;0.9194;chain_mail___ring_mail___mail___chain_armor___chain_armour___ring_armor___ring_armour
491;0.9600;0.6144;chain_saw___chainsaw
492;0.9000;0.9360;chest
493;0.8200;0.8906;chiffonier___commode
494;0.9400;0.6788;chime___bell___gong
495;0.9600;0.8903;china_cabinet___china_closet
496;0.9800;0.8988;Christmas_stocking
497;0.9400;0.8314;church___church_building
498;0.8800;0.9159;cinema___movie_theater___movie_theatre___movie_house___picture_palace
499;0.9000;0.6017;cleaver___meat_cleaver___chopper
500;0.9600;0.5121;cliff_dwelling
501;0.7400;0.7298;cloak
502;0.9600;0.7623;clog___geta___patten___sabot
503;0.8400;0.7322;cocktail_shaker
504;0.8400;0.7026;coffee_mug
505;0.9200;0.7932;coffeepot
506;0.9400;0.9171;coil___spiral___volute___whorl___helix
507;0.9400;0.7422;combination_lock
508;0.8400;0.8075;computer_keyboard___keypad
509;0.9000;0.8619;confectionery___confectionary___candy_store
510;1.0000;0.7938;container_ship___containership___container_vessel
511;1.0000;0.8524;convertible
512;1.0000;0.8892;corkscrew___bottle_screw
513;0.9800;0.5770;cornet___horn___trumpet___trump
514;0.9600;0.7323;cowboy_boot
515;0.9200;0.5576;cowboy_hat___ten-gallon_hat
516;0.8800;0.8596;cradle
517;1.0000;0.7966;crane
518;0.9800;0.8589;crash_helmet
519;0.9400;0.7114;crate
520;1.0000;0.9201;crib___cot
521;0.9400;0.9085;Crock_Pot
522;1.0000;0.2713;croquet_ball
523;0.8800;0.5850;crutch
524;0.9200;0.7472;cuirass
525;0.9600;0.6836;dam___dike___dyke
526;0.9600;0.6285;desk
527;0.9400;0.7708;desktop_computer
528;1.0000;0.8825;dial_telephone___dial_phone
529;0.8800;0.2980;diaper___nappy___napkin
530;0.8800;0.6925;digital_clock
531;0.9000;0.8127;digital_watch
532;0.9800;0.7743;dining_table___board
533;1.0000;0.9684;dishrag___dishcloth
534;0.8600;0.8178;dishwasher___dish_washer___dishwashing_machine
535;1.0000;0.6447;disk_brake___disc_brake
536;0.9600;0.4493;dock___dockage___docking_facility
537;1.0000;0.6290;dogsled___dog_sled___dog_sleigh
538;1.0000;0.5331;dome
539;0.8400;0.7037;doormat___welcome_mat
540;0.9600;0.7734;drilling_platform___offshore_rig
541;0.8200;0.5086;drum___membranophone___tympan
542;0.8600;0.5648;drumstick
543;0.9800;0.4072;dumbbell
544;0.9200;0.8038;Dutch_oven
545;0.9600;0.9177;electric_fan___blower
546;0.9200;0.6728;electric_guitar
547;0.9800;0.7689;electric_locomotive
548;0.9800;0.8109;entertainment_center
549;0.8600;0.8202;envelope
550;0.9200;0.9180;espresso_maker
551;0.9200;0.7218;face_powder
552;0.9200;0.8051;feather_boa___boa
