id;acc;crs;name
456;0.8600;0.6255;bow
457;0.9600;0.2625;bow_tie___bow-tie___bowtie
458;0.9600;0.6809;brass___memorial_tablet___plaque
459;0.8400;0.4882;brassiere___bra___bandeau
460;0.9400;0.5033;breakwater___groin___groyne___mole___bulwark___seawall___jetty
461;0.9400;0.7154;breastplate___aegis___egis
462;0.9000;0.7313;broom
463;0.8600;0.7069;bucket___pail
464;0.7400;0.5137;buckle
465;0.8200;0.6091;bulletproof_vest
466;1.0000;0.6577;bullet_train___bullet
467;1.0000;0.9026;butcher_shop___meat_market
468;0.9200;0.7133;cab___hack___taxi___taxicab
469;0.8400;0.6532;caldron___cauldron
470;0.7000;0.3074;candle___taper___wax_light
471;0.9600;0.6994;cannon
472;1.0000;0.3263;canoe
473;0.9200;0.7324;can_opener___tin_opener
474;0.9000;0.8345;cardigan
475;0.9600;0.7033;car_mirror
476;1.0000;0.9102;carousel___carrousel___merry-go-round___roundabout___whirligig
477;0.7800;0.8925;carpenter's_kit___tool_kit
478;0.7200;0.8030;carton
479;0.9800;0.4276;car_wheel
480;0.9200;0.6861;cash_machine___cash_dispenser___automated_teller_machine___automatic_teller_machine___automated_teller___automatic_teller___ATM
481;0.9000;0.5554;cassette
482;0.9800;0.8654;cassette_player
483;0.9000;0.7556;castle
484;0.9600;0.7387;catamaran
485;0.8600;0.7327;CD_player
486;0.9600;0.6833;cello___violoncello
487;0.9200;0.6900;cellular_telephone___cellular_phone___cellphone___cell___mobile_phone
488;0.8600;0.6171;chain
489;0.8800;0.8481;chainlink_fence
490;0.9400;0.8508;chain_mail___ring_mail___mail___chain_armor___chain_armour___ring_armor___ring_armour
491;0.9800;0.5585;chain_saw___chainsaw
492;0.9400;0.9134;chest
493;0.6800;0.8612;chiffonier___commode
494;0.8800;0.6368;chime___bell___gong
495;0.9600;0.8448;china_cabinet___china_closet
496;1.0000;0.8421;Christmas_stocking
497;0.9400;0.8204;church___church_building
498;0.8800;0.9076;cinema___movie_theater___movie_theatre___movie_house___picture_palace
499;0.9000;0.5327;cleaver___meat_cleaver___chopper
500;1.0000;0.5208;cliff_dwelling
501;0.7000;0.6841;cloak
502;0.9000;0.7168;clog___geta___patten___sabot
503;0.8600;0.6540;cocktail_shaker
504;0.7800;0.7057;coffee_mug
505;0.8800;0.7678;coffeepot
506;0.9400;0.8821;coil___spiral___volute___whorl___helix
507;0.9200;0.7062;combination_lock
508;0.8600;0.7560;computer_keyboard___keypad
509;0.9200;0.8573;confectionery___confectionary___candy_store
510;1.0000;0.6739;container_ship___containership___container_vessel
511;1.0000;0.7971;convertible
512;1.0000;0.8432;corkscrew___bottle_screw
513;0.9800;0.4963;cornet___horn___trumpet___trump
514;0.9000;0.6509;cowboy_boot
515;0.9000;0.4801;cowboy_hat___ten-gallon_hat
516;0.8600;0.8307;cradle
517;0.9400;0.7566;crane
518;0.9800;0.8116;crash_helmet
519;0.8400;0.6799;crate
520;1.0000;0.8972;crib___cot
521;0.9200;0.8655;Crock_Pot
522;1.0000;0.2244;croquet_ball
523;0.8200;0.4893;crutch
524;0.9200;0.6938;cuirass
525;0.9400;0.6517;dam___dike___dyke
526;0.9200;0.6765;desk
527;0.9800;0.7026;desktop_computer
528;0.9600;0.8831;dial_telephone___dial_phone
529;0.9000;0.2533;diaper___nappy___napkin
530;0.8800;0.6159;digital_clock
