id;acc;crs;name
532;0.9200;0.7792;dining_table___board
533;0.9800;0.9007;dishrag___dishcloth
534;0.8000;0.7788;dishwasher___dish_washer___dishwashing_machine
535;1.0000;0.6385;disk_brake___disc_brake
536;0.9600;0.4652;dock___dockage___docking_facility
537;0.9800;0.5254;dogsled___dog_sled___dog_sleigh
538;0.9600;0.5056;dome
539;0.9000;0.6337;doormat___welcome_mat
540;0.9200;0.6967;drilling_platform___offshore_rig
541;0.8200;0.4994;drum___membranophone___tympan
542;0.8600;0.5455;drumstick
543;0.9800;0.3631;dumbbell
544;0.9000;0.7731;Dutch_oven
545;0.9000;0.8879;electric_fan___blower
546;0.9600;0.7146;electric_guitar
547;0.9800;0.7457;electric_locomotive
548;1.0000;0.7650;entertainment_center
549;0.8000;0.8239;envelope
550;0.9600;0.9116;espresso_maker
551;0.9600;0.6713;face_powder
